latitude,longitude,acq_date,fire_occurred,temperature,humidity,wind_speed,precipitation,elevation,vpd
28.5961,88.8903,2021-05-14,0,-0.43,65.5,4.68,0.91,5232.0,0.204
28.7869,87.3772,2013-02-14,0,-9.89,34.39,3.33,0.0,5282.0,0.189
28.8877,88.2968,2012-05-23,0,5.73,40.06,3.95,0.0,5481.0,0.55
29.1597,86.5549,2022-10-20,0,-3.86,60.11,2.91,0.0,4808.0,0.183
30.0,88.6227,2016-03-26,0,1.11,18.77,3.33,0.0,5111.0,0.538
28.4216,88.1518,2022-08-23,0,6.54,75.71,2.64,5.39,4451.0,0.236
26.8563,85.8869,2012-03-03,0,20.51,21.97,1.87,0.0,110.0,1.883
28.1839,87.9479,2012-12-07,0,-3.7,35.51,1.69,0.0,4399.0,0.3
29.4856,88.8579,2024-11-28,0,-6.41,59.54,2.04,0.0,4988.0,0.153
30.4277,84.6305,2024-08-26,0,5.0,75.01,3.0,0.07,5593.0,0.218
29.0992,87.182,2024-12-13,0,-8.61,30.56,4.97,0.0,4386.0,0.221
27.8839,82.235,2013-12-18,0,12.95,76.03,1.23,0.0,450.0,0.358
28.6979,81.334,2015-11-18,0,21.43,37.32,1.4,0.0,543.0,1.601
28.8667,88.0411,2014-10-30,0,-0.52,47.88,2.59,0.01,4538.0,0.307
27.8862,88.1915,2021-04-16,0,-3.86,79.53,2.39,11.09,5627.0,0.094
29.4178,86.288,2018-11-29,0,-7.64,48.52,3.44,0.0,5144.0,0.177
27.7285,89.0907,2018-10-24,0,2.83,74.04,0.89,0.0,4279.0,0.194
28.0608,86.4077,2013-12-11,0,-5.0,77.49,1.76,0.0,4446.0,0.095
26.6375,87.0566,2024-01-14,0,15.91,56.33,1.14,0.0,88.0,0.789
29.082,87.7429,2015-06-23,0,10.27,54.95,2.53,3.31,4157.0,0.563
29.1997,87.5329,2019-01-10,0,-12.43,54.44,2.86,0.07,4764.0,0.107
28.1123,86.5757,2015-06-04,0,2.69,73.21,2.18,0.62,6075.0,0.199
27.0339,84.7998,2017-02-20,0,23.48,40.37,1.67,0.0,84.0,1.725
28.8687,86.7202,2024-11-01,0,1.18,35.64,1.48,0.0,5295.0,0.428
28.2576,82.2966,2020-03-12,0,11.55,61.41,1.48,0.22,1594.0,0.525
27.3299,86.5714,2017-07-27,0,15.42,88.49,1.85,0.83,1510.0,0.202
27.508,85.8093,2020-06-08,0,23.42,67.79,1.62,1.04,769.0,0.928
29.9831,85.8363,2021-10-06,0,-1.75,70.32,2.52,1.94,5372.0,0.159
27.5529,88.2848,2023-05-27,0,6.03,84.24,1.82,10.22,3629.0,0.148
29.5078,83.8602,2021-10-22,0,-8.42,77.28,1.51,7.36,5301.0,0.074
28.0635,87.8399,2017-05-07,0,0.61,52.49,1.52,0.0,5663.0,0.303
28.5276,82.1338,2023-11-14,0,17.33,70.83,1.01,0.0,1301.0,0.577
28.1624,85.6315,2018-07-25,0,14.55,91.57,1.53,5.26,4988.0,0.14
29.9434,80.4967,2017-08-08,0,13.86,88.41,1.92,2.34,2163.0,0.184
27.1576,83.8539,2017-01-28,0,16.85,70.36,2.73,0.11,96.0,0.569
30.1978,82.9947,2023-12-05,0,-9.76,84.81,3.32,0.47,4624.0,0.044
27.1121,84.3537,2019-02-14,0,20.44,44.59,1.2,0.14,93.0,1.331
29.1691,83.816,2014-04-27,0,-4.26,76.67,3.1,3.17,5093.0,0.104
26.5921,88.3093,2020-02-06,0,15.29,49.92,1.44,0.0,105.0,0.87
28.1235,84.5835,2013-09-12,0,21.36,90.25,1.4,0.32,1171.0,0.248
26.9854,85.5119,2023-11-12,0,21.17,73.97,1.08,0.0,102.0,0.654
29.7813,86.4324,2022-12-06,0,-12.98,44.46,3.6,0.0,5746.0,0.125
29.8952,81.0939,2018-04-27,0,0.8,78.31,2.4,1.13,4361.0,0.14
27.8142,83.2464,2018-03-29,0,21.44,24.45,2.01,0.01,654.0,1.93
30.3927,81.6574,2012-12-07,0,-10.43,59.25,2.41,0.0,5072.0,0.113
26.3839,83.2092,2015-08-29,0,29.74,81.51,1.65,17.83,77.0,0.773
28.2452,87.8611,2018-05-16,0,1.7,77.93,1.89,0.54,5036.0,0.152
26.8805,86.2147,2014-11-08,0,21.55,68.89,1.3,0.0,287.0,0.8
26.6241,88.9643,2017-09-03,0,27.46,89.52,1.24,7.95,87.0,0.384
26.4896,81.9899,2012-03-19,0,26.14,36.08,1.45,0.0,104.0,2.166
28.2612,84.3576,2016-06-28,0,12.13,95.55,1.61,3.6,894.0,0.063
27.6747,85.8899,2023-11-16,0,17.19,72.36,1.03,0.0,1908.0,0.542
28.2408,89.3039,2013-04-05,0,-1.81,65.81,3.54,0.45,4730.0,0.183
30.1468,88.3646,2024-09-21,0,5.55,74.79,1.97,0.66,5141.0,0.228
27.2407,84.2538,2019-04-22,0,29.86,36.15,1.68,4.53,114.0,2.688
29.0459,88.5096,2021-05-06,0,4.93,51.11,3.24,2.35,3989.0,0.424
28.1145,88.0453,2020-06-23,0,5.52,84.97,2.18,8.56,4834.0,0.136
29.5068,84.6514,2012-04-10,0,-2.73,58.41,2.81,0.06,4712.0,0.208
29.9556,82.4991,2015-12-11,0,-12.4,87.91,6.34,0.26,5183.0,0.028
29.7605,81.3425,2018-07-07,0,10.92,73.53,2.42,0.0,3536.0,0.346
29.8972,82.9661,2015-09-30,0,0.3,44.66,1.74,0.0,4975.0,0.345
30.3835,88.5461,2024-11-25,0,-9.84,49.97,2.59,0.0,4830.0,0.145
30.4029,81.9443,2014-01-27,0,-20.81,76.06,2.53,0.0,5570.0,0.028
29.0842,80.8237,2014-04-20,0,23.45,40.31,1.32,0.01,1926.0,1.723
27.5927,88.9972,2021-08-11,0,14.28,93.0,1.43,10.2,4514.0,0.114
27.6878,80.7322,2015-12-02,0,21.04,52.27,1.77,5.26,144.0,1.19
26.838,84.8435,2015-06-22,0,31.39,63.03,3.75,1.62,73.0,1.698
27.8623,87.2234,2017-02-02,0,-5.68,62.02,1.29,0.0,4425.0,0.152
29.9198,83.8412,2012-07-10,0,8.56,65.25,2.99,0.49,4764.0,0.387
28.1186,81.1706,2014-01-30,0,15.72,55.0,1.36,0.0,135.0,0.804
30.0627,86.4864,2012-06-18,0,7.81,44.71,1.88,0.2,4845.0,0.586
26.5079,86.6774,2019-12-12,0,17.21,71.23,0.91,0.0,81.0,0.565
29.9745,82.9915,2018-04-26,0,-2.18,66.21,2.13,0.05,4865.0,0.176
30.2322,82.6142,2018-03-01,0,-9.3,79.08,2.37,0.01,4949.0,0.063
29.1417,82.5118,2012-05-05,0,5.77,56.97,1.7,6.06,3756.0,0.396
28.5785,85.4256,2017-06-14,0,2.26,75.7,2.74,1.1,5054.0,0.175
29.8261,82.1994,2016-11-01,0,-7.55,64.62,2.06,0.0,3461.0,0.123
27.1335,85.8121,2023-09-16,0,27.35,86.59,1.32,0.27,496.0,0.488
27.3364,80.8241,2020-04-12,0,29.67,35.71,2.58,0.0,133.0,2.677
29.6652,86.1581,2018-01-23,0,-10.95,33.15,4.7,0.0,5327.0,0.177
26.4647,89.1851,2014-03-26,0,26.06,38.77,1.26,2.21,57.0,2.066
27.6529,85.4961,2012-04-11,0,20.4,54.06,1.7,1.51,1608.0,1.101
27.6279,81.6353,2019-05-26,0,35.09,21.51,3.09,0.06,125.0,4.435
29.8741,85.5404,2017-03-06,0,-15.49,55.26,5.94,0.0,6031.0,0.082
28.1236,84.9085,2023-12-31,0,8.71,54.44,1.07,0.0,2375.0,0.513
26.5352,88.1578,2015-01-12,0,16.41,45.8,1.2,0.0,90.0,1.012
29.8487,87.1245,2022-04-13,0,-1.13,47.01,3.9,0.02,5059.0,0.298
28.8516,88.7568,2017-06-27,0,11.15,65.52,1.83,2.93,4532.0,0.457
30.1601,84.011,2017-09-23,0,3.6,80.69,3.3,0.87,5393.0,0.153
29.7617,88.9048,2020-10-17,0,2.16,40.08,1.93,0.0,5193.0,0.428
27.9646,84.0042,2021-08-16,0,23.19,93.14,1.43,11.27,802.0,0.195
27.0422,83.0163,2019-11-17,0,19.27,84.06,2.06,0.0,86.0,0.356
28.9233,86.6069,2015-06-03,0,4.33,44.46,3.26,0.04,5183.0,0.462
27.1563,86.8238,2017-03-29,0,23.61,56.05,1.47,2.36,1130.0,1.281
26.7786,84.1276,2022-10-12,0,25.26,85.22,0.61,1.15,84.0,0.475
28.7108,87.7154,2020-04-11,0,-3.47,58.57,2.09,0.27,5248.0,0.196
26.808,85.4526,2024-01-01,0,16.2,54.01,1.46,0.0,80.0,0.847
29.0234,83.9936,2023-12-12,0,-13.73,66.56,2.94,0.35,4073.0,0.071
29.1334,86.5026,2012-01-16,0,-13.66,76.09,4.51,0.01,5186.0,0.051
27.9735,88.7458,2012-01-18,0,-12.76,68.74,3.81,0.01,5194.0,0.072
28.3762,81.8075,2018-11-23,0,15.36,62.68,1.31,0.0,915.0,0.651
26.904,80.5704,2012-03-06,0,23.9,36.29,2.11,0.02,130.0,1.89
27.4112,88.4202,2021-09-25,0,9.68,91.23,1.56,2.89,2493.0,0.105
26.558,80.5945,2014-08-26,0,34.12,53.82,2.39,0.37,127.0,2.473
29.6296,84.1518,2017-11-30,0,-10.68,61.38,2.15,0.0,4559.0,0.105
27.3874,85.0729,2019-06-08,0,,,,,476.0,
27.3424,86.652,2021-12-09,0,3.96,60.22,1.3,0.0,1824.0,0.323
27.7271,80.4365,2016-03-05,0,27.65,21.8,1.16,0.0,140.0,2.896
27.2257,85.4434,2015-07-13,0,29.42,76.08,1.35,0.17,236.0,0.982
29.735,89.3905,2014-08-02,0,9.33,79.9,2.14,20.98,4395.0,0.236
28.5854,85.0672,2019-11-21,0,0.36,69.22,1.05,0.0,5371.0,0.193
28.2486,84.956,2024-06-22,0,20.52,84.54,2.02,8.21,2942.0,0.373
29.8903,83.6271,2020-08-13,0,6.89,81.5,2.32,2.57,4575.0,0.184
28.9985,87.0979,2016-06-08,0,7.16,43.01,2.76,0.09,5188.0,0.577
29.2668,86.0391,2015-06-20,0,6.63,58.24,1.95,2.7,5139.0,0.408
30.3386,87.6747,2022-03-21,0,-2.61,47.04,4.77,0.0,5656.0,0.267
29.795,87.4297,2023-10-14,0,-0.95,48.14,2.71,0.02,5346.0,0.296
28.7057,85.408,2016-01-11,0,-9.26,43.5,1.4,0.0,5672.0,0.171
27.1436,85.7057,2015-11-11,0,21.86,56.45,1.52,0.0,332.0,1.142
28.0192,81.7089,2023-09-04,0,28.4,83.02,1.14,0.55,137.0,0.657
29.6363,84.1714,2015-05-08,0,-0.52,56.58,1.84,0.0,4565.0,0.255
28.3371,81.7486,2021-02-24,0,18.14,32.4,2.06,0.0,413.0,1.408
27.5845,86.0915,2012-09-10,0,17.41,91.24,1.26,9.6,1092.0,0.174
28.5295,88.1569,2014-06-18,0,9.49,60.81,3.18,2.5,4665.0,0.465
29.4573,85.8684,2021-09-27,0,2.48,69.17,2.03,6.99,5115.0,0.225
30.3075,82.9047,2016-08-27,0,5.33,72.06,3.56,0.24,4648.0,0.249
26.9569,89.3635,2022-04-28,0,17.56,67.8,0.5,0.36,1167.0,0.646
27.6765,88.8269,2016-05-03,0,8.79,80.8,1.37,1.16,4563.0,0.217
30.2555,86.3706,2016-09-14,0,6.53,56.97,2.08,0.35,4714.0,0.417
28.7079,87.6375,2019-05-27,0,3.15,52.89,2.78,0.93,5605.0,0.361
30.3732,81.4208,2017-05-08,0,0.65,72.17,2.48,0.13,5751.0,0.178
29.9258,84.2764,2018-06-04,0,1.0,46.58,3.41,0.68,5558.0,0.351
29.2082,86.5107,2020-04-19,0,-1.99,60.29,3.91,0.26,4355.0,0.21
26.479,84.814,2012-10-24,0,21.57,77.26,1.68,0.01,66.0,0.586
27.5061,86.7925,2016-04-15,0,11.71,47.03,2.0,1.76,1939.0,0.729
29.5304,89.1473,2014-12-07,0,-2.91,34.45,2.3,0.0,4713.0,0.323
29.5866,81.2963,2023-02-11,0,4.95,74.01,1.89,0.0,2568.0,0.226
27.5424,81.9666,2014-02-11,0,15.88,39.46,2.2,0.08,115.0,1.092
28.9671,84.7138,2017-07-28,0,6.56,81.52,2.5,2.22,5001.0,0.18
29.1442,87.831,2020-11-27,0,-3.94,45.03,2.91,0.02,4668.0,0.251
29.7828,82.4224,2022-01-23,0,-17.44,97.47,3.92,1.41,4854.0,0.004
29.0654,84.3093,2015-11-18,0,-8.31,60.21,2.02,0.0,5346.0,0.13
29.8793,84.8489,2018-08-07,0,2.06,86.8,2.67,5.96,5461.0,0.094
28.1547,86.5136,2020-11-21,0,-6.68,81.33,2.58,0.0,5301.0,0.069
26.9129,84.6163,2019-02-03,0,17.95,42.73,1.93,0.0,81.0,1.178
26.6042,88.441,2012-11-03,0,21.81,54.2,0.78,0.0,102.0,1.197
26.6542,88.9968,2022-06-05,0,27.94,86.28,1.7,6.59,86.0,0.517
29.4381,86.9043,2021-09-06,0,4.97,74.57,1.88,1.64,4521.0,0.221
30.1499,80.873,2022-08-09,0,14.6,79.88,1.76,2.13,3080.0,0.334
27.0761,87.2512,2022-10-26,0,18.05,84.39,1.04,0.0,1214.0,0.323
29.34,80.4155,2022-11-03,0,14.2,74.09,1.02,0.0,777.0,0.42
30.2177,86.3212,2017-03-10,0,-13.34,65.92,7.64,0.39,5218.0,0.074
27.9863,86.1097,2019-09-24,0,6.04,82.88,0.97,8.61,5078.0,0.161
29.3428,85.0553,2024-06-14,0,2.66,61.31,2.59,5.13,4557.0,0.286
27.5732,87.7738,2021-09-29,0,14.28,89.43,1.36,4.75,3043.0,0.172
27.9844,85.2662,2021-11-06,0,11.97,76.17,1.18,0.0,947.0,0.334
28.0252,81.002,2016-06-26,0,32.97,61.25,2.12,5.95,135.0,1.946
26.5783,85.6232,2018-03-28,0,28.12,23.08,1.86,0.0,65.0,2.928
27.4755,81.9537,2016-05-14,0,36.16,31.42,1.81,0.1,116.0,4.11
27.4382,89.2501,2024-03-30,0,6.57,85.38,1.27,2.08,3197.0,0.142
28.1671,87.3553,2014-01-17,0,-6.31,54.24,1.52,0.0,3775.0,0.174
29.6991,86.1314,2017-04-27,0,-3.9,47.79,4.13,0.04,5387.0,0.239
28.4915,82.0193,2015-05-03,0,23.84,34.46,1.67,0.04,545.0,1.937
27.3156,82.9932,2012-03-14,0,20.57,46.87,2.29,0.0,90.0,1.287
27.1403,81.3317,2017-05-04,0,36.03,18.62,2.66,0.0,121.0,4.843
30.1145,82.4088,2022-09-05,0,2.66,79.9,3.03,0.47,4979.0,0.149
27.2388,86.2871,2013-04-21,0,19.74,72.7,2.15,9.34,540.0,0.628
27.4151,88.4758,2017-05-22,0,11.18,84.29,1.84,0.45,2092.0,0.209
28.2164,83.7125,2024-03-17,0,17.83,29.96,1.84,0.0,1142.0,1.43
27.3933,84.4608,2023-12-13,0,16.55,59.07,0.82,0.0,472.0,0.771
29.8731,83.8656,2016-09-23,0,0.77,74.9,3.02,0.34,4925.0,0.162
27.5333,81.0215,2019-05-09,0,36.0,12.91,3.97,0.0,124.0,5.174
29.5899,82.922,2012-05-21,0,-0.98,64.42,3.03,0.31,4938.0,0.202
27.1047,82.3034,2024-04-15,0,33.66,24.73,3.42,0.0,107.0,3.929
29.9228,89.1815,2021-11-30,0,-7.42,35.36,2.72,0.11,4642.0,0.226
28.425,88.9473,2022-08-13,0,7.78,74.99,2.43,8.77,5138.0,0.264
29.4405,85.8398,2017-01-11,0,-16.95,71.17,4.6,0.0,4921.0,0.047
27.9892,84.9506,2018-03-14,0,13.91,40.26,1.81,0.0,1019.0,0.949
28.1467,88.0955,2024-11-13,0,-2.13,81.15,2.18,0.01,4474.0,0.098
27.6553,89.3262,2021-04-06,0,3.49,66.93,1.29,0.0,4386.0,0.259
27.308,88.6487,2024-07-06,0,12.75,96.55,2.26,28.66,1998.0,0.051
29.356,80.3133,2022-11-26,0,13.85,54.81,1.04,0.0,1020.0,0.715
28.8932,83.6029,2016-05-17,0,-2.66,77.87,2.42,6.91,4434.0,0.111
29.0832,88.6175,2019-10-24,0,1.33,52.96,2.68,0.07,4234.0,0.316
27.4757,86.7943,2013-03-01,0,6.88,28.4,2.24,0.0,1891.0,0.711
30.0774,80.7701,2020-08-10,0,13.16,89.39,1.68,2.8,3579.0,0.161
26.9618,83.3291,2022-09-12,0,28.18,83.45,4.55,1.57,83.0,0.632
29.1526,80.4491,2018-10-16,0,20.48,57.49,0.96,0.0,994.0,1.024
26.8471,80.275,2023-05-08,0,31.57,35.7,1.42,0.26,124.0,2.984
28.8111,81.8134,2021-11-28,0,7.22,63.39,1.12,0.0,1828.0,0.372
26.5788,80.1301,2022-04-25,0,35.17,12.78,2.52,0.0,130.0,4.95
28.3016,81.5013,2021-10-31,0,19.98,76.72,1.25,0.0,194.0,0.544
28.1987,88.759,2022-05-02,0,0.98,82.85,3.18,2.55,4842.0,0.112
28.3878,80.2731,2019-08-22,0,27.51,87.02,0.91,8.49,173.0,0.477
29.1934,83.3981,2019-12-21,0,-11.63,97.78,2.49,0.01,5384.0,0.006
28.5506,84.9453,2014-11-21,0,-0.9,64.12,1.22,0.0,6801.0,0.205
27.8526,82.6622,2022-07-10,0,28.49,64.49,2.12,1.58,274.0,1.381
29.5489,88.3758,2013-07-23,0,9.84,69.88,1.79,3.01,5294.0,0.366
28.6528,89.4283,2019-09-15,0,7.34,80.61,2.53,1.15,4499.0,0.199
28.1224,80.7532,2012-06-24,0,37.39,38.44,2.43,1.29,142.0,3.946
28.8264,84.9837,2022-10-06,0,-1.39,92.81,2.41,25.4,4756.0,0.04
28.502,82.449,2020-10-08,0,16.44,76.87,1.27,0.0,2198.0,0.433
28.6296,85.5626,2020-07-06,0,5.69,85.96,2.12,3.1,5352.0,0.128
26.7284,87.1276,2019-03-30,0,28.3,34.98,1.49,1.86,99.0,2.501
27.7929,86.8322,2018-08-31,0,4.92,86.85,2.1,0.97,5435.0,0.114
27.4062,84.7587,2018-11-21,0,17.24,56.64,1.11,0.0,423.0,0.853
27.1609,87.7533,2018-01-08,0,8.77,49.84,1.44,0.0,668.0,0.567
26.4984,82.3309,2014-10-27,0,24.06,64.77,0.85,0.0,98.0,1.055
26.3396,88.735,2020-08-05,0,29.54,91.32,1.99,13.42,72.0,0.359
30.3401,86.0705,2018-10-31,0,-4.82,49.67,1.44,0.0,5318.0,0.215
28.6289,80.6694,2016-02-04,0,17.24,24.94,1.03,0.0,163.0,1.477
28.7997,89.1379,2015-02-04,0,-6.1,34.08,3.33,0.0,4489.0,0.255
30.3303,84.1886,2017-11-22,0,-15.3,57.15,4.91,0.0,5579.0,0.08
26.9741,86.0207,2021-08-21,0,24.56,90.66,1.51,8.86,303.0,0.288
26.3392,87.2447,2021-09-21,0,26.42,89.14,1.39,6.48,67.0,0.374
27.7831,83.7615,2021-03-02,0,16.06,21.95,1.77,0.0,1398.0,1.425
29.6308,82.7347,2018-07-19,0,9.97,86.66,2.68,3.71,4852.0,0.163
26.8707,80.7713,2021-01-26,0,14.0,36.89,1.73,0.0,129.0,1.009
29.9917,87.6565,2018-08-09,0,7.71,67.59,1.41,6.38,4875.0,0.341
27.7825,85.3267,2014-08-07,0,14.61,94.66,1.91,4.03,1379.0,0.089
28.0469,83.6213,2021-07-03,0,23.35,90.49,1.65,70.52,977.0,0.273
30.185,83.7039,2022-05-08,0,0.31,70.04,1.72,0.53,4736.0,0.187
27.8581,80.3467,2012-03-10,0,18.41,26.3,1.33,0.0,152.0,1.561
29.6338,85.6535,2018-01-17,0,-11.35,35.25,4.11,0.0,5290.0,0.166
26.7033,86.5677,2012-12-05,0,16.05,54.43,1.1,0.0,162.0,0.831
27.4753,87.3203,2012-02-14,0,3.45,71.23,1.56,0.0,1868.0,0.225
27.9973,81.1629,2015-09-13,0,28.47,75.83,0.84,1.97,133.0,0.939
27.2693,80.4805,2019-04-28,0,34.65,13.76,4.13,0.0,132.0,4.756
30.3264,81.4348,2023-10-25,0,-5.36,62.42,1.69,0.59,5692.0,0.154
26.6779,81.8318,2022-03-27,0,27.86,26.31,2.42,0.0,108.0,2.763
26.6235,84.9318,2020-07-30,0,28.56,85.26,0.58,13.31,69.0,0.576
26.4931,86.6757,2023-09-01,0,27.82,85.63,1.0,1.32,77.0,0.538
28.6155,83.922,2021-05-09,0,8.35,80.94,1.72,2.06,6075.0,0.209
29.8708,84.4606,2019-09-14,0,3.55,83.84,2.73,2.04,5495.0,0.127
26.5471,81.8,2022-12-31,0,14.74,67.19,1.53,0.0,106.0,0.55
27.9473,87.1872,2013-06-05,0,4.79,77.62,2.04,4.41,4030.0,0.192
27.8774,85.5159,2012-02-07,0,4.95,32.31,1.95,0.4,1609.0,0.588
27.9573,87.7553,2021-12-17,0,-5.62,53.76,2.09,0.0,5104.0,0.186
29.8263,80.7943,2021-08-21,0,12.64,86.46,1.43,5.91,2647.0,0.198
27.8641,84.4565,2021-09-25,0,22.06,89.61,1.35,0.99,904.0,0.276
29.8366,83.1684,2018-03-02,0,-9.88,80.09,4.45,0.74,4795.0,0.057
27.4014,88.7741,2018-04-08,0,6.89,83.42,1.71,4.79,4070.0,0.165
27.3765,87.1005,2012-10-24,0,6.7,51.38,1.68,0.0,876.0,0.477
29.3549,83.1076,2023-05-16,0,-1.88,80.21,2.7,2.09,4787.0,0.105
26.6075,83.943,2021-09-30,0,27.43,90.48,2.37,4.97,76.0,0.348
26.6342,89.0028,2012-03-28,0,28.59,29.81,1.61,0.0,83.0,2.746
28.8443,87.1596,2024-09-30,0,6.42,61.47,1.42,0.12,5235.0,0.371
29.1907,82.2831,2021-02-23,0,5.2,56.0,1.75,0.0,3266.0,0.389
27.2008,88.6461,2015-12-26,0,10.44,47.61,0.9,0.0,835.0,0.663
30.0245,86.2232,2012-05-28,0,3.46,35.48,2.77,0.0,5885.0,0.505
29.0627,83.0097,2020-01-06,0,-10.92,69.39,1.55,0.72,4409.0,0.081
28.0555,88.732,2020-09-23,0,4.45,92.75,2.82,17.09,5052.0,0.061
28.8437,82.2393,2021-02-24,0,4.17,50.55,1.98,0.0,2152.0,0.407
28.3459,87.9819,2017-06-24,0,6.93,73.25,1.37,6.91,5146.0,0.267
26.6255,86.5013,2023-07-10,0,30.17,83.23,1.74,5.19,98.0,0.719
30.2929,82.5463,2012-07-02,0,7.85,60.8,2.55,0.46,4909.0,0.416
28.8152,85.8591,2014-06-10,0,4.35,64.11,2.94,1.37,4661.0,0.299
26.8158,82.4214,2016-11-28,0,18.84,66.32,1.06,0.0,90.0,0.733
29.604,87.164,2020-08-28,0,6.28,70.15,2.2,0.09,5281.0,0.285
27.3543,83.7989,2021-06-19,0,27.05,87.87,2.98,13.44,103.0,0.434
28.9823,80.3378,2021-03-12,0,20.9,30.8,1.45,0.0,273.0,1.71
28.1277,81.9778,2015-09-22,0,27.48,81.65,1.11,7.28,824.0,0.673
26.3362,82.3759,2012-03-03,0,20.56,33.72,2.77,0.0,94.0,1.604
30.129,85.0456,2014-09-18,0,2.94,66.34,1.45,0.04,5926.0,0.254
29.5686,81.1525,2018-05-15,0,14.09,64.79,2.08,0.07,2070.0,0.566
26.4465,84.4161,2021-03-23,0,31.15,17.95,2.84,0.0,72.0,3.718
27.6775,82.0765,2013-11-18,0,17.47,69.88,1.82,0.0,121.0,0.601
27.8389,85.6731,2020-05-01,0,9.0,92.92,2.39,8.7,1566.0,0.081
30.2563,81.1458,2013-03-10,0,-11.78,94.16,2.79,0.99,4272.0,0.014
28.4212,83.1488,2014-08-02,0,15.95,94.61,2.31,13.69,2582.0,0.098
30.0326,85.9009,2022-05-30,0,1.62,55.69,3.57,0.99,5454.0,0.304
30.3453,83.6991,2019-04-05,0,-10.85,83.52,1.52,0.39,5092.0,0.044
29.4428,85.3612,2016-12-05,0,-7.16,44.75,2.14,0.0,5881.0,0.197
29.4687,85.6427,2016-06-26,0,7.97,71.1,2.3,2.63,4974.0,0.309
29.2029,86.8192,2020-11-26,0,-6.2,36.37,3.88,0.0,4394.0,0.245
29.4118,85.2145,2024-05-06,0,-0.34,63.86,3.39,1.44,4842.0,0.215
30.0768,81.139,2019-01-30,0,-14.04,77.2,1.62,0.0,5403.0,0.047
29.8807,88.7158,2015-11-24,0,-2.59,33.57,2.66,0.0,4900.0,0.335
27.6705,88.9848,2015-12-10,0,2.57,82.29,1.18,0.0,4068.0,0.13
28.6135,84.8912,2024-03-26,0,0.82,69.23,1.32,0.0,4978.0,0.199
29.03,83.3868,2022-04-20,0,0.3,76.4,2.05,1.25,5372.0,0.147
30.2531,83.9779,2020-04-11,0,-11.32,80.54,2.47,1.28,5444.0,0.05
28.2177,87.0724,2014-04-20,0,-4.41,58.24,3.17,0.0,5553.0,0.184
29.5794,81.1788,2022-06-16,0,18.24,66.96,2.19,0.8,2038.0,0.692
30.041,89.4801,2015-10-28,0,-3.52,51.07,3.13,0.0,5384.0,0.23
28.2429,80.497,2021-04-23,0,29.45,32.03,1.39,0.09,159.0,2.794
26.558,81.5661,2016-06-04,0,35.94,39.57,2.36,0.0,112.0,3.578
30.0952,88.8146,2012-07-17,0,8.55,67.43,1.23,0.38,4882.0,0.363
28.2515,85.7433,2021-01-04,0,-8.12,81.15,2.71,0.0,6452.0,0.062
27.0305,84.8001,2018-07-01,0,30.54,77.03,2.2,30.46,87.0,1.005
29.8335,86.3332,2012-06-27,0,5.78,53.76,3.09,0.0,4975.0,0.426
29.5685,82.329,2024-04-02,0,-0.15,61.92,2.23,0.0,2550.0,0.23
28.5489,84.723,2014-04-09,0,-0.84,69.94,1.9,5.23,3355.0,0.173
28.3541,85.7498,2014-04-27,0,-2.74,79.16,4.03,1.81,5965.0,0.104
29.8409,81.6108,2017-03-04,0,-6.04,53.15,2.78,0.0,4708.0,0.182
29.9469,82.7619,2014-08-26,0,3.88,76.37,2.71,0.34,5255.0,0.191
30.1987,84.66,2012-12-10,0,-14.67,68.63,2.44,0.0,5531.0,0.061
28.9733,83.1207,2019-01-02,0,-12.04,74.18,1.81,0.0,4842.0,0.063
30.0819,82.4298,2016-06-03,0,4.41,73.78,2.74,0.46,5305.0,0.219
27.1732,89.2772,2014-12-03,0,12.2,77.99,0.27,0.0,3110.0,0.313
29.4379,89.2865,2014-08-22,0,7.6,76.86,1.13,7.71,4443.0,0.242
30.4374,87.8955,2022-10-09,0,2.38,72.54,3.27,0.14,5306.0,0.199
29.3319,86.3691,2012-11-27,0,-12.58,61.04,3.63,0.0,5687.0,0.09
27.0912,88.1592,2018-10-15,0,17.48,76.41,1.01,0.0,1111.0,0.471
27.0329,88.2104,2012-02-27,0,15.26,29.06,1.44,0.0,1256.0,1.23
28.7629,82.9682,2019-09-02,0,6.99,88.62,1.63,11.48,4647.0,0.114
